Meet,VPF ID,Full Name,Gender,Weight Class,Age Class,platform,session,flight,bodyWeight,Squat 1,Squat 2,Squat 3,Bench 1,Bench 2,Bench 3,Deadlift 1,Deadlift 2,Deadlift 3,Team,Team Points,Competition Year,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000163,Phạm Đình Trung,Male,74,Open,1,2,E,"72,7","180,00","-190,00","-190,00","-125,00","125,00","-135,00","217,50","-225,00","0,00",INFINITY,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000052,Phạm Đức Hải,Male,74,Open,1,2,E,"72,1","170,00","185,00","-190,00","100,00","110,00","-117,50","190,00","-205,00","205,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000115,Cao Bảo Khương,Male,74,Open,1,2,D,"72,95","165,00","167,50","170,00","110,00","112,50","0,00","200,00","215,00","-230,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000156,Trần Xuân Quý,Male,74,Open,1,2,E,"72,85","185,00","-200,00","-200,00","120,00","-130,00","-130,00","190,00","-200,00","0,00",INFINITY,1,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000130,Vũ Phạm Hiếu Trung,Male,74,Open,1,2,E,"72,7","165,00","175,00","-185,00","95,00","100,00","-107,50","190,00","200,00","210,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000151,Nguyễn Anh Tuấn,Male,74,Open,1,2,E,"69,4","150,00","162,50","175,00","90,00","100,00","105,00","170,00","182,50","200,00",REDOMINANT,1,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000162,Đào Tuấn Nghĩa,Male,74,Open,1,2,E,"71,75","-140,00","-147,50","150,00","80,00","87,50","-95,00","205,00","217,50","225,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000142,Nguyễn Văn Đạt,Male,74,Open,1,2,E,"73,35","155,00","170,00","-185,00","100,00","-117,50","-117,50","170,00","182,50","190,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000122,Nguyễn Thanh Tùng,Male,74,Open,1,2,E,"70,55","140,00","-145,00","152,50","87,50","97,50","102,50","180,00","200,00","-210,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000129,Triệu Văn Lực,Male,74,Open,1,2,D,"71,25","135,00","145,00","152,50","100,00","-105,00","105,00","170,00","182,50","192,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000138,Nguyễn Trung Hiếu,Male,74,Open,1,2,E,"72,7","150,00","-160,00","-160,00","120,00","-127,50","-127,50","155,00","-157,50","-157,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000153,Trần Nguyễn Đức Anh,Male,74,Open,1,2,D,"71,7","-125,00","-132,50","132,50","80,00","-82,50","-82,50","155,00","-162,50","-162,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000097,Nguyễn Văn Hải,Male,74,Open,1,2,E,72,"-170,00","-170,00","-170,00","-100,00","-100,00","-100,00","160,00","180,00","200,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000104,Nguyễn Hữu Trí,Male,74,Open,1,2,D,"71,7","-135,00","145,00","-152,50","-67,50","-67,50","-72,50","0,00","0,00","0,00",White Powerlifting,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000161,Phan Hà Châu,Male,74,Open,1,2,D,"72,8","135,00","145,00","147,50","90,00","-95,00","-95,00","-167,50","-177,50","-177,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000082,Nguyễn Minh Quốc,Male,74,Junior,1,2,D,73,"190,00","-200,00","205,00","125,00","130,00","-132,50","225,00","235,00","-245,00",18Powerlifting,9,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000016,Đinh Tuấn Nam,Male,74,Junior,1,2,D,"72,4","172,50","182,50","190,00","117,50","-125,00","130,00","225,00","237,50","-250,00",Sắc Màu,7,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000141,Nguyễn Đức Cao Thiện,Male,74,Junior,1,2,D,"70,9","180,00","187,50","-192,50","112,50","120,00","-122,50","220,00","230,00","-240,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000065,Nguyễn Hồng Thăng,Male,74,Junior,1,2,D,"73,25","170,00","180,00","-182,50","100,00","107,50","112,50","200,00","210,00","225,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000126,Nguyễn Viết Thế Anh,Male,74,Junior,1,2,D,"72,95","100,00","120,00","130,00","115,00","-120,00","-120,00","150,00","-170,00","172,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000160,Lê Hoàng Phúc,Male,74,Junior,1,2,D,"73,4","-135,00","135,00","-150,00","-100,00","100,00","-105,00","180,00","-195,00","-195,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000077,Bùi Phú Trường,Male,74,Junior,1,2,D,"69,55","-127,50","132,50","135,00","75,00","-80,00","80,00","-170,00","170,00","175,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000135,Nguyễn Minh Quân,Male,74,Junior,1,2,D,"72,2","130,00","140,00","150,00","80,00","-92,50","-97,50","120,00","140,00","-150,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000159,Lê Minh Đức,Male,74,Sub-Junior,1,2,D,"66,69","140,00","147,50","-160,00","80,00","-90,00","-90,00","175,00","-185,00","-185,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000165,Trần Quang Minh,Male,74,Sub-Junior,1,2,D,"72,9","127,50","-135,00","-150,00","65,00","-72,50","-72,50","160,00","172,50","-185,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000110,Đỗ Tiến Thành,Male,83,Open,1,4,I,"80,65","-235,00","245,00","-255,00","-155,00","155,00","162,50","265,00","275,00","285,00",18Powerlifting,7,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000024,Nguyễn Việt Linh,Male,83,Open,1,4,I,"82,1","192,50","200,00","-207,50","-135,00","135,00","137,50","215,00","225,00","232,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000107,Trần Trung,Male,83,Open,1,4,I,"80,55","190,00","195,00","200,00","110,00","-115,00","120,00","205,00","215,00","227,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000062,Nguyễn Tuấn Tú,Male,83,Open,1,4,I,"81,55","177,50","-187,50","192,50","115,00","122,50","127,50","205,00","217,50","-230,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000105,Nguyễn Hữu An,Male,83,Open,1,4,I,"80,8","157,50","167,50","175,00","87,50","95,00","105,00","190,00","-202,50","-215,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000182,Nguyễn Lê Trung Dũng,Male,83,Open,1,4,I,"80,65","220,00","230,00","237,50","140,00","-147,50","150,00","-245,00","-245,00","-245,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000133,Dư Hiển Long,Male,83,Junior,1,1,C,"81,75","180,00","195,00","205,00","-100,00","105,00","110,00","240,00","245,00","250,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000178,Yeu Hung Huang,Male,83,Junior,1,1,C,"82,8","170,00","185,00","-195,00","-120,00","130,00","-140,00","210,00","225,00","240,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000040,Phạm Tùng Dương,Male,83,Junior,1,1,C,"82,15","180,00","192,50","202,50","105,00","115,00","-122,50","205,00","220,00","230,00",REDOMINANT,6,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000164,Hoàng Phi Long,Male,83,Junior,1,1,C,"81,75","192,50","202,50","-207,50","-107,50","112,50","115,00","205,00","212,50","-220,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000121,Phạm Trường Thành,Male,83,Junior,1,1,C,"82,6","160,00","-170,00","175,00","-110,00","120,00","-130,00","200,00","205,00","-210,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000189,Trần Nguyễn Hoàng Dũng,Male,83,Junior,1,1,C,"78,6","165,00","-177,50","185,00","80,00","87,50","-95,00","195,00","-210,00","-225,00",White Powerlifting,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000149,Nguyễn Thiện Chí,Male,83,Junior,1,1,C,"80,95","147,50","-157,50","-157,50","87,50","92,50","-97,50","187,50","200,00","-205,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000187,Đồng Thanh Đại,Male,83,Junior,1,1,C,"82,95","130,00","140,00","152,50","72,50","82,50","-90,00","170,00","185,00","195,00",REDOMINANT,1,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000136,Nguyen Khac Nhat Anh,Male,83,Junior,1,1,C,"82,25","-140,00","150,00","170,00","-130,00","-140,00","-140,00","210,00","225,00","245,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000017,Lê Đức Anh,Male,83,Junior,1,1,C,"81,05","180,00","192,50","-197,50","95,00","102,50","-107,50","-225,00","-225,00","0,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000030,Nguyễn Đức Anh,Male,83,Sub-Junior,1,4,I,79,"145,00","155,00","165,00","92,50","97,50","102,50","177,50","190,00","202,50",Sắc Màu,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000003,Lại Minh Tuấn,Male,83,Sub-Junior,1,4,I,"80,8","152,50","165,00","175,00","80,00","87,50","-90,00","180,00","192,50","202,50",Sắc Màu,1,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000143,Đặng Thế Hưng,Male,93,Open,1,4,J,"92,2","-240,00","240,00","250,00","152,50","162,50","167,50","300,00","-325,00","-325,00",18Powerlifting,7,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000006,Lương Hoàng An,Male,93,Open,1,4,J,"88,9","195,00","207,50","220,00","130,00","137,50","145,00","207,50","220,00","230,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000180,Trịnh Tiến Dũng,Male,93,Open,1,4,J,"87,25","197,50","-210,00","-210,00","107,50","115,00","-120,00","227,50","240,00","-252,50",REDOMINANT,4,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000170,Võ Hoàng Bảo Anh,Male,93,Open,1,4,J,"91,05","200,00","205,00","0,00","110,00","-117,50","-117,50","-205,00","205,00","-227,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000166,Lê Văn Hiếu,Male,93,Open,1,4,J,"92,15","170,00","185,00","-200,00","-120,00","120,00","-125,00","200,00","215,00","-230,00",18Powerlifting,2,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000188,Trần Nguyễn Hoàng Vũ,Male,93,Open,1,4,J,"90,05","180,00","190,00","195,00","95,00","102,50","-107,50","205,00","215,00","-225,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000172,Nhan Minh Triết,Male,93,Junior,1,4,J,"90,7","185,00","207,50","-215,00","135,00","147,50","155,00","235,00","260,00","0,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000085,Trần Như Thưởng,Male,93,Junior,1,4,J,"84,7","165,00","177,50","185,00","130,00","137,50","145,00","220,00","232,50","247,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000005,Trần Phương Nam,Male,93,Junior,1,4,J,"90,15","170,00","177,50","187,50","100,00","107,50","-117,50","-190,00","-192,50","195,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000031,Mai Tuấn Trung,Male,93,Junior,1,4,J,"91,15","150,00","160,00","-167,50","87,50","95,00","-100,00","207,50","220,00","230,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000123,Trần Việt Hà,Male,105,Open,1,3,G,"98,15","230,00","240,00","250,00","147,50","155,00","160,00","255,00","270,00","285,00",White Powerlifting,8,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000010,Lê Đức Cường,Male,105,Open,1,3,G,"93,8","-225,00","235,00","242,50","147,50","155,00","160,00","240,00","252,50","-260,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000168,Trần Minh Đức,Male,105,Open,1,3,G,"93,85","225,00","235,00","242,50","135,00","142,50","-150,00","230,00","242,50","-247,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000116,Nguyễn Hoàng Nam,Male,105,Open,1,3,G,"99,3","230,00","-240,00","250,00","110,00","115,00","-120,00","210,00","-220,00","-235,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000148,Lê Anh Tuấn,Male,105,Open,1,3,G,"102,3","170,00","180,00","190,00","110,00","117,50","-125,00","185,00","197,50","207,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000128,Đồng Thanh Bách,Male,105,Open,1,3,G,"102,9","167,50","182,50","190,00","97,50","105,00","115,00","175,00","-192,50","200,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000139,Lê Thanh Hiếu,Male,105,Open,1,3,G,103,"-152,50","165,00","175,00","-82,50","92,50","102,50","160,00","180,00","192,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000125,Hoàng Hiệp,Male,105,Junior,1,3,G,"99,85","180,00","192,50","200,00","132,50","145,00","-150,00","205,00","217,50","230,00",REDOMINANT,6,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000037,Phùng Duy Hà,Male,105,Junior,1,3,G,"96,25","185,00","195,00","207,50","115,00","125,00","-130,00","220,00","230,00","-242,50",REDOMINANT,4,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000190,Nguyễn Đình Quân,Male,105,Junior,1,3,G,98,"170,00","175,00","180,00","90,00","-97,50","0,00","190,00","200,00","215,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000118,Lâm Phi Hùng,Male,105,Junior,1,3,G,"97,5","-240,00","-240,00","-240,00","140,00","-150,00","0,00","250,00","252,50","-270,00",INFINITY,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000033,Trần Quang Minh,Male,105,Junior,1,3,G,"104,6","-180,00","-180,00","-180,00","100,00","-107,50","0,00","210,00","220,00","-225,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000106,Nguyễn Duy Tùng,Male,120,Open,1,3,G,"106,3","-195,00","205,00","212,50","135,00","142,50","-147,50","200,00","215,00","-225,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000101,Bùi Nguyên Trí,Male,120+,Open,1,3,G,"123,5","260,00","270,00","280,00","175,00","185,00","190,00","250,00","-260,00","260,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000158,Nguyễn Thuỳ Linh,Female,47,Junior,1,4,H,"46,1","70,00","77,50","-82,50","32,50","37,50","-40,00","80,00","87,50","95,00",Sắc Màu,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000102,Mai Nguyệt Minh,Female,47,Junior,1,4,H,"46,15","62,50","-67,50","-67,50","30,00","32,50","-35,00","82,50","90,00","-100,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000154,Nguyễn Trúc Sinh,Female,52,Open,1,4,H,"48,45","97,50","107,50","-112,50","57,50","-62,50","62,50","127,50","135,00","-140,00",Sắc Màu,7,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000069,Đinh Thị Mai Anh,Female,52,Open,1,4,H,"50,9","92,50","97,50","105,00","42,50","47,50","-50,00","120,00","130,00","135,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000112,Nguyễn Thị Thu Quỳnh,Female,52,Open,1,4,H,"48,6","90,00","97,50","-102,50","45,00","50,00","-52,50","-125,00","132,50","-140,00",White Powerlifting,4,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000120,Vũ Thị Hường,Female,52,Open,1,4,H,"51,6","100,00","-120,00","-120,00","40,00","-47,50","-47,50","110,00","125,00","-135,00",INFINITY,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000174,Vũ Bích Phượng,Female,52,Open,1,4,H,"49,2","75,00","82,50","-90,00","40,00","45,00","-50,00","82,50","87,50","92,50",REDOMINANT,2,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000184,Nguyễn Thị Thu Thuỷ,Female,52,Open,1,4,H,"50,7","-90,00","-95,00","-95,00","-50,00","50,00","-55,00","105,00","110,00","112,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000132,Đỗ Thanh Thảo,Female,52,Junior,1,4,H,"50,95","95,00","102,50","110,00","50,00","55,00","60,00","125,00","135,00","142,50",18Powerlifting,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000167,Nguyễn Thị Lan Huệ,Female,52,Junior,1,4,H,"50,85","70,00","75,00","80,00","25,00","-30,00","-30,00","90,00","97,50","-105,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000152,Nguyễn Ái Hương,Female,57,Open,1,4,H,"54,2","87,50","95,00","97,50","55,00","60,00","-62,50","100,00","110,00","115,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000099,Nguyễn Phương Thảo,Female,57,Junior,1,4,H,"55,25","85,00","90,00","92,50","50,00","52,50","55,00","125,00","130,00","137,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000173,Phạm Thị Vân Anh,Female,57,Junior,1,4,H,"56,5","-95,00","95,00","-100,00","-50,00","50,00","-55,00","110,00","117,50","-125,00",18Powerlifting,1,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000169,Nguyễn Lê Thạch Thảo,Female,63,Open,1,1,A,"62,6","90,00","97,50","105,00","60,00","65,00","67,50","125,00","135,00","145,00",REDOMINANT,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000171,Vương Thị Thuý,Female,63,Open,1,1,A,"59,15","67,50","75,00","82,50","35,00","40,00","-45,00","100,00","110,00","115,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000022,Nguyễn Thuỳ My,Female,63,Junior,1,1,A,"61,6","100,00","110,00","115,00","40,00","45,00","-47,50","90,00","100,00","-105,00",18Powerlifting,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000078,Đỗ Nam Trà,Female,63,Junior,1,1,A,"61,5","80,00","85,00","90,00","-40,00","-42,50","-42,50","120,00","130,00","-135,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000075,Nguyễn Ngân Giang,Female,63,Sub-Junior,1,1,A,"60,65","115,00","-125,00","127,50","52,50","-57,50","-57,50","165,00","172,50","180,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000137,Phạm Thị Thảo Ly,Female,63,Sub-Junior,1,1,A,"59,95","-130,00","-130,00","-130,00","55,00","-60,00","0,00","140,00","150,00","-155,00",INFINITY,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000157,Lê Hồng Anh,Female,69,Open,1,1,A,"68,8","115,00","122,50","-130,00","62,50","-67,50","-67,50","-127,50","-130,00","130,00",Sắc Màu,2,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000035,Nguyễn Thị Diễm Quỳnh,Female,69,Junior,1,1,A,"64,25","-120,00","125,00","135,00","50,00","55,00","60,00","127,50","140,00","147,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000150,Nguyễn Thị Thu Trà,Female,69,Junior,1,1,A,"68,25","90,00","92,50","-95,00","-45,00","50,00","-52,50","130,00","140,00","147,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000117,Phạm Nguyễn Bạch Dương,Female,69,Sub-Junior,1,1,A,"66,8","90,00","-110,00","-115,00","45,00","-52,50","-52,50","120,00","135,00","142,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Hanoi,VPF000183,Nguyễn Thị Minh Phương,Female,76,Open,1,1,A,"71,8","92,50","-97,50","100,00","35,00","40,00","-45,00","105,00","110,00","-115,00",,,2023,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000103,Ngô Quang Minh,Male,59,Open,1,2,D,"58,5","165,00","175,00","185,00","92,50","100,00","110,00","200,00","220,00","-240,00",18 POWERLIFTING,8,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000042,Lê Ngọc Thành Công,Male,59,Open,1,2,D,"57,95","165,00","180,00","185,00","70,00","-80,00","80,00","195,00","210,00","-215,00",INFINITY,6,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000233,Trần Tôn Kiên,Male,59,Open,1,2,D,"58,85","-130,00","135,00","-145,00","105,00","-115,00","-115,00","175,00","185,00","-195,00",INFINITY,5,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000220,Trần Thiện Vi,Male,59,Open,1,2,D,58,"140,00","147,50","-152,50","100,00","-110,00","-110,00","165,00","167,50","170,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000225,Nguyễn Đăng Khoa,Male,59,Open,1,2,D,"58,75","145,00","-152,50","-152,50","95,00","-100,00","100,00","170,00","-180,00","-180,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000210,Nguyễn Quang Minh,Male,59,Open,1,2,D,"58,2","120,00","122,50","140,00","77,50","85,00","-95,00","150,00","165,00","-175,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000204,Lê Nguyễn Phi Hùng,Male,59,Open,1,2,D,"56,3","130,00","137,50","145,00","65,00","70,00","75,00","-165,00","-165,00","-165,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000232,Nguyễn Hùng Phát,Male,59,Junior,1,2,D,"58,25","160,00","170,00","175,00","-135,00","135,00","-150,00","-210,00","210,00","-220,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000223,Lê Trọng Trí,Male,59,Junior,1,2,D,"57,75","120,00","135,00","-145,00","80,00","90,00","95,00","-170,00","180,00","-182,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000048,Lê Thanh Tùng,Male,59,Junior,1,2,D,"57,7","140,00","142,50","-147,50","80,00","82,50","85,00","170,00","-180,00","-182,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000071,Trần Huy Ích,Male,59,Sub-Junior,1,2,D,"57,5","-125,00","-125,00","125,00","65,00","70,00","75,00","160,00","167,50","175,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000080,Nguyễn Văn Luân,Male,66,Open,1,2,E,"65,15","-205,00","215,00","-225,00","130,00","-140,00","-140,00","225,00","240,00","-245,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000146,Nguyễn Xuân Hoàng,Male,66,Open,1,2,E,"64,45","140,00","150,00","160,00","-70,00","75,00","-85,00","200,00","-220,00","220,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000230,Nguyễn Thi Tấn Tài,Male,66,Open,1,2,E,"64,95","130,00","145,00","-155,00","105,00","115,00","-122,50","195,00","-210,00","-210,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000226,Nguyễn Duy Quang,Male,66,Open,1,2,E,"64,95","-120,00","125,00","130,00","90,00","97,50","-105,00","-175,00","180,00","-195,00",,,2023,,,,,,,,,,,,,,,,,
